organisation_name,town_city,county,type_rating,route,company_website
Gen AI ML Ltd,London,,Worker (A rating),Skilled Worker,https://www.gen-ai.com
Genesis Technology Services Limited,Peterborough,Cambridgeshire,Worker (A rating),Skilled Worker,https://genesis-tec.com
Generative Finance Technologies Limited,London,London,Worker (A rating),Skilled Worker,https://www.bing.com
Generis Enterprise Technology Limited,London,,Worker (A rating),Skilled Worker,https://generis.technology
Genesis Cloud Technologies Limited,Southall,,Worker (A rating),Skilled Worker,https://www.genesis.ai
Genie AI Limited,London,,Worker (A rating),Skilled Worker,https://www.genieai.co
GEOFF HALL DIGITAL PRINT LTD T/A Ghdigitalprint.com,glasgow,lanarkshire,Worker (A rating),Skilled Worker,https://ghdigitalprint.com
Genisys Software Ltd,London,,Worker (A rating),Skilled Worker,https://www.genisystech.co.uk
Genie Technology Limited,London,London,Worker (A rating),Skilled Worker,https://www.dnb.com
Genisys Software Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.genisystech.co.uk
Germains Seed Technology (a division of ABF Grain Products Limited),London,,Worker (A rating),Skilled Worker,https://germains.com
Genius Software Solutions Limited,Glasgow,,Worker (A rating),Skilled Worker,
Genuine Technologies Ltd t/a TruthEngine,Esher,,Worker (A rating),Skilled Worker,
Germains Seed Technology (a division of ABF Grain Products Limited),London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://germains.com
Gerent Technologies Limited,Hatfield,,Worker (A rating),Skilled Worker,https://www.gerenttech.co.uk
Geordie AI Ltd,London,London,Worker (A rating),Skilled Worker,
GfK Retail and Technology UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
GILBRALTAR Technologies limited,Reading,,Worker (A rating),Skilled Worker,https://gilbraltartechnologies.co.uk
GfK Retail and Technology UK Limited,London,,Worker (A rating),Skilled Worker,
Giacom (Cloud) Limited,Hull,,Worker (A rating),Skilled Worker,
GIOS Technology Limited,Harrow,,Worker (A rating),Skilled Worker,https://www.giostechnology.com
Giesecke+Devrient Currency Technology GB Ltd,Milton Keynes,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.bing.com
Giesecke+Devrient Currency Technology GB Ltd,Milton Keynes,,Worker (A rating),Skilled Worker,https://www.gi-de.com
GIFT SUPPORT NETWORK,"LONDON,",Lambeth,Temporary Worker (A rating),Charity Worker,
GITHUB SOFTWARE UK LTD,Motherwell,North Lanarkshire,Worker (A rating),Skilled Worker,https://github.com
GKIM Digital Ltd,Impington,,Worker (A rating),Skilled Worker,https://gkim.digital
GKN Aerospace Services - Engineering and Technology,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.gknaerospace.com
Ginger Digital Ltd,Hungerford,,Worker (A rating),Skilled Worker,
Ginza Technologies Ltd,Solihull,West Midlands,Worker (A rating),Skilled Worker,
GITHUB SOFTWARE UK LTD,Motherwell,North Lanarkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://github.com
Girling & Company Software Limited,Bury St Edmunds,Suffolk,Worker (A rating),Skilled Worker,
Glassbox Digital UK Ltd,NORWICH,,Worker (A rating),Skilled Worker,https://www.glassbox.com
GivEnergy Software Ltd,Newcastle-under-Lyme,Staffordshire,Worker (A rating),Skilled Worker,https://givenergy.com
GKN Aerospace Services - Engineering and Technology,Bristol,,Worker (A rating),Skilled Worker,https://www.gknaerospace.com
Glassbox Digital UK Ltd,NORWICH,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.glassbox.com
Glamorous AI Limited,Altrincham,Cheshire,Worker (A rating),Skilled Worker,https://glamorousai.com
GLOBAL COMPUTER SPECIALISTS LTD,Woodford Green,Essex,Worker (A rating),Skilled Worker,https://globalcomputerspecialists.com
Global Compact Network UK,London,,Worker (A rating),Skilled Worker,https://www.unglobalcompact.org.uk
Globacap Technology Limited,London,Great London,Worker (A rating),Skilled Worker,https://globacap.com
Global Family Care Network (SCIO),Falkirk,,Temporary Worker (A rating),Charity Worker,https://www.globalfamily.care
Glo-Networks Limited,Bridgend,,Worker (A rating),Skilled Worker,
Global Family Care Network (SCIO),Falkirk,,Worker (A rating),Skilled Worker,https://www.globalfamily.care
Global Change Data Lab,Oxford,,Worker (A rating),Skilled Worker,
Global Digital Express Limited,LONDON,,Worker (A rating),Skilled Worker,https://www.globaldigitalexpress.com
Global Digital Systems Limited,Hook,Hampshire,Worker (A rating),Skilled Worker,
Global Technologies International Limited,Glasgow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://uk.globaldatabase.com
Global Legal Action Network,London,,Worker (A rating),Skilled Worker,
GLOBAL NANO NETWORK LIMITED,Coventry,West Midlands,Worker (A rating),Skilled Worker,
Global Network of Sex Work Projects Limited (NSWP),Edinburgh,,Worker (A rating),Skilled Worker,
Global Partners Digital,London,,Worker (A rating),Skilled Worker,
Glory Technology Development UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.glory-global.com
Glory Technology Development UK Ltd,London,,Worker (A rating),Skilled Worker,https://www.glory-global.com
Global Reach Technology EMEA Ltd,London,,Worker (A rating),Skilled Worker,
GMK Software Solutions Limited,Aylesbury,,Worker (A rating),Skilled Worker,https://gmksoftwaresolutions.co.uk
Global Technologies International Limited,Glasgow,,Worker (A rating),Skilled Worker,
Global Technology Ltd,Warrington,Cheshire,Worker (A rating),Skilled Worker,
Globe Technologies Uk Ltd,Coleshill,Birmingham,Worker (A rating),Skilled Worker,https://www.globetech.com
Global Telecom Networks Ltd,Milton Keynes,,Worker (A rating),Skilled Worker,
GO FIT LIFE SCIENCE AND TECHNOLOGY UK LIMITED,LONDON,,Worker (A rating),Skilled Worker,https://go-fituk.com
GOMMYR POWER NETWORKS LTD,Helston,Cornwall,Worker (A rating),Skilled Worker,https://gommyr.com
Glyphic AI Limited,Sevenoaks,Kent,Worker (A rating),Skilled Worker,
Golden Data Limited,Ardwick,Manchester,Worker (A rating),Skilled Worker,https://www.goldendata.co.uk
Godel Technologies Europe Ltd,Manchester,Greater Manchester,Worker (A rating),Skilled Worker,
Godel Technologies Europe Ltd,Manchester,Greater Manchester,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Goldtakas Technologies Limited,London,,Worker (A rating),Skilled Worker,
GOODMAYSYS SOFTWARE TECHNOLOGIES LIMITED,Ilford,,Worker (A rating),Skilled Worker,https://www.bing.com
GOOD LAW SOFTWARE LTD,London,,Worker (A rating),Skilled Worker,https://goodlawsoftware.co.uk
Goodboy Digital Limited,London,,Worker (A rating),Skilled Worker,https://www.goodboydigital.com
Gordon Murray Technologies Limited,Shalford,,Worker (A rating),Skilled Worker,https://www.gordonmurraygroup.com
Goodfire AI UK Limited,London,,Worker (A rating),Skilled Worker,
Gooding & Co Ltd t/a Data Privacy Advisory Service,Exeter,,Worker (A rating),Skilled Worker,
GOODMAYSYS SOFTWARE TECHNOLOGIES LIMITED,Ilford,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
GOODS & SERVICES TECHNOLOGY LIMITED,LONDON,,Worker (A rating),Skilled Worker,
GoTo Technologies UK Limited,London,,Worker (A rating),Skilled Worker,
GOT Technologies (UK) Ltd,London,,Worker (A rating),Skilled Worker,
GRAPHY TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,https://graphy.app
GPC Computer Software Ltd,Manchester,,Worker (A rating),Skilled Worker,
GoTo Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
GR Digital Ltd T/A Zygo Media,Swansea,,Worker (A rating),Skilled Worker,
Great IT Co Ltd / TA Cirrus Technology Solutions,Chester,Cheshire,Worker (A rating),Skilled Worker,https://cirrustechnologysolutions.co.uk
GRDJ Technology Ltd,Ashurstwood,West Sussex,Worker (A rating),Skilled Worker,https://www.grdjtechnology.co.uk
Greater Peterborough Network,Peterborough,Cambridgeshire,Worker (A rating),Skilled Worker,https://www.greaterpeterboroughgps.nhs.uk
Graphite Digital Ltd,Brighton,East Sussex,Worker (A rating),Skilled Worker,
Green Technologies Limited t/a AA Labels,Peterborough,,Worker (A rating),Skilled Worker,https://www.aalabels.com
Grasp Technologies Limited,London,,Worker (A rating),Skilled Worker,
GreenScale Data Centres Limited,London,,Worker (A rating),Skilled Worker,https://greenscaledc.com
Gravity Data Ltd,London,,Worker (A rating),Skilled Worker,
GREEN CODE TECHNOLOGIES LIMITED,ENGLAND,UNITED KINGDOM,Worker (UK Expansion Worker: Provisional ),Global Business Mobility: UK Expansion Worker,
Green Soft Technologies LTD,London,,Worker (A rating),Skilled Worker,
Greenback Recycling Technologies,London,,Worker (A rating),Skilled Worker,
Greenware Technologies UK Ltd,Brentford,England,Worker (A rating),Skilled Worker,https://greenware-tech.com
Greenowl AI Ltd,Rochdale,Manchester,Worker (A rating),Skilled Worker,https://greenowl.ai
GreenScale Data Centres Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://greenscaledc.com
Greenstar Technology Limited,Harrow,,Worker (A rating),Skilled Worker,
GRIP Technologies Limited,Surrey,,Worker (A rating),Skilled Worker,https://griptechnologies.co.uk
Gresham Technologies (Solutions) Limited,London,,Worker (A rating),Skilled Worker,https://www.greshamtech.com
Gresham Technologies plc,Southampton,Hampshire,Worker (A rating),Skilled Worker,
Growatt New Energy Technology Limited,Ilford,,Worker (A rating),Skilled Worker,https://en.growatt.com
Grey Technology Limited (Gtech),Worcester,,Worker (A rating),Skilled Worker,
GreyMatters Technologies LTD,Bristol,,Worker (A rating),Skilled Worker,
Grit Digital Ltd,Norwich,Norfolk,Worker (A rating),Skilled Worker,https://thegritdigital.com
Ground Control Technologies UK Ltd,Churcham,Gloucestershire,Worker (A rating),Skilled Worker,
Growth Technologies Limited,"London,",,Worker (A rating),Skilled Worker,https://www.growthtechnology.com
GrowthPoint Technology Partners UK Ltd,London,London,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://growthpoint.com
GT Wings t/a GT Green Technologies Limited,Liverpool,,Worker (A rating),Skilled Worker,https://gtwings.com
GS INNOVATIVE TECHNOLOGY LTD,Dagenham,,Worker (A rating),Skilled Worker,
Grunt Software Ltd,Norwich,,Worker (A rating),Skilled Worker,
GSC Technologies Limited,Dartford,,Worker (A rating),Skilled Worker,https://gsc-technologies.com
GSR Technology Europe Ltd.,Bracknell,Berkshire,Worker (A rating),Skilled Worker,
GTN Market Data Services Ltd,London,,Worker (A rating),Skilled Worker,https://gtngroup.com
Guidance Technologies Limited,London,,Worker (A rating),Skilled Worker,https://guidance-technology.com
GUHA INFOTECH LTD,London,,Worker (A rating),Skilled Worker,https://guhainfotech.com
Guided Technology Ltd t/a Go2Guide,Harrogate,,Worker (A rating),Skilled Worker,https://www.go2guide.co.uk
GVS Filter Technology UK Ltd,Lancaster,Lancashire,Worker (A rating),Skilled Worker,https://www.bing.com
Guidewire Software (UK) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.guidewire.com
GX2 Technology Group Ltd,BURNTWOOD,Staffordshire,Worker (A rating),Skilled Worker,https://efinder.uk
GWP Software Solutions Limited t/a FormusPro,Hereford,Herefordshire,Worker (A rating),Skilled Worker,https://www.formuspro.com
Guidewire Software (UK) Limited,London,,Worker (A rating),Skilled Worker,
HALLEYIN SOFTWARE CONSULTANCY LTD,"Holborn, London",,Worker (A rating),Skilled Worker,https://halleyin.com
Gyro Technologies Ltd,Tewkesbury,Gloucestershire,Worker (A rating),Skilled Worker,
H. AI Technology Limited,London,,Worker (A rating),Skilled Worker,https://www.genpact.com
Haes Technologies Ltd,West Drayton,Middlesex,Worker (A rating),Skilled Worker,https://haes-tech.com
Haefele Software Ltd,London,,Worker (A rating),Skilled Worker,https://www.haefelesoftware.com
Haefele Software Limited,London,,Worker (A rating),Skilled Worker,
Hambrand Technology Limited,"Bedford,",,Worker (A rating),Skilled Worker,http://www.checkcompany.co.uk
Hamillroad Software Limited,Cambridge,,Worker (A rating),Skilled Worker,https://hamillroad.com
Hammertech Software UK Ltd,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
HAMPTON DATA SERVICES LTD,CHESSINGTON,SURREY,Worker (A rating),Skilled Worker,
Happening Technology Ltd,London,,Worker (A rating),Skilled Worker,https://www.happening.xyz
HANOTO TECHNOLOGY LTD,Barcombe,,Worker (A rating),Skilled Worker,
Handle Technologies Ltd,London,London,Worker (A rating),Skilled Worker,
Hansen Technologies CDE Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Hansen Technologies CDE Limited,London,,Worker (A rating),Skilled Worker,https://www.hansencx.com
Happiest Minds Technologies Pvt Ltd,Reading,Berkshire,Worker (A rating),Skilled Worker,https://www.happiestminds.com
Happiest Minds Technologies Pvt Ltd,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Harasoft Technologies Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Hard Drive Technology Limited,Atherstone,,Worker (A rating),Skilled Worker,
Harlequin Software Ltd,Marlborough,Wiltshire,Worker (A rating),Skilled Worker,
Harri Technologies (UK) Limited,Barnet,Hertfordshire,Worker (A rating),Skilled Worker,https://harri.com
Hay Technology Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.haystechnology.com
Harsh Software Solutions Limited,Hounslow,,Worker (A rating),Skilled Worker,https://harshsoftwaresolutions.com
Harvest Digital Ltd,London,,Worker (A rating),Skilled Worker,
Harvey AI UK Ltd,Cheltenham,,Worker (A rating),Skilled Worker,https://www.harvey.ai
Hay Technology Limited,London,,Worker (A rating),Skilled Worker,https://www.haystechnology.com
Harvey AI UK Ltd,Cheltenham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
HCL Technologies UK Limited,London,,Worker (A rating),Skilled Worker,https://www.hcltech.com
HCV Network,Oxford,Oxfordshire,Worker (A rating),Skilled Worker,https://www.hcvnetwork.org
Haulmont Technology Limited,London,,Worker (A rating),Skilled Worker,
Hearst Networks UK,London,,Worker (A rating),Skilled Worker,https://www.hearstnetworks.com
Hay Technology Limited,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,https://www.haystechnology.com
HCL Technologies UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.hcltech.com
Helix Technologies Limited,Abingdon,,Worker (A rating),Skilled Worker,https://helixts.co.uk
Head of Grace Christian Network,North Shields,,Temporary Worker (A rating),Charity Worker,https://www.headofgrace.com
Helpful Technology Limited,London,,Worker (A rating),Skilled Worker,https://helpful.technology
Health Data Insight CIC,Cambridge,,Worker (A rating),Skilled Worker,https://healthdatainsight.org.uk
Hermes Logistics Technologies Ltd,Bracknell,Berkshire,Worker (A rating),Skilled Worker,https://hermes-cargo.com
Heritage Trust Network,Birmingham,,Worker (A rating),Skilled Worker,https://members.heritagetrustnetwork.org.uk
Heating & Oven Technology Limited,Isleworth,Middlesex,Worker (A rating),Skilled Worker,
Hertswel digital ltd,Hertford,Hertfordshire,Worker (A rating),Skilled Worker,https://www.bizdb.co.uk
HEURISTIX DIGITAL TECHNOLOGIES (UK) LIMITED,Ilford,Essex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://heuristix.net
Helios Technology,Farnborough,Hampshire,Worker (A rating),Skilled Worker,https://www.heliostechnologies.com
HEXAWARE TECHNOLOGIES UK LTD,LONDON,,Worker (A rating),Skilled Worker,https://hexaware.com
Hello AI Limited,London,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Heroes Technology Ltd,London,,Worker (A rating),Skilled Worker,https://makeheroes.co
Het Technologies Ltd.,Harrow,,Worker (A rating),Skilled Worker,https://hettechnologies.co.uk
HEXAWARE TECHNOLOGIES UK LTD,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
HEURISTIX DIGITAL TECHNOLOGIES (UK) LIMITED,Ilford,Essex,Worker (A rating),Skilled Worker,
HI-TECH TECHNOLOGIES LTD,Worcester,,Worker (A rating),Skilled Worker,
Hicom Technology Limited,"Brookwood, woking",,Worker (A rating),Skilled Worker,http://www.hicomsolution.com
HiETA Technologies Limited,Bristol,,Worker (A rating),Skilled Worker,
High Digital Limited,London,,Worker (A rating),Skilled Worker,
Higher Concept Software Limited,Reading,,Worker (A rating),Skilled Worker,
Higher Concept Software Limited,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Highlander Computing Solutions Ltd,Sheffield,,Worker (A rating),Skilled Worker,
Hippo Digital Limited,Leeds,,Worker (A rating),Skilled Worker,https://hippodigital.co.uk
Hightest Technology Limited,Hampton,,Worker (A rating),Skilled Worker,
Hillside (Technology) Limited,Stoke-On-Trent,,Worker (A rating),Skilled Worker,
HII-TECH-TECHNOLOGIES LTD,Worcester,,Worker (A rating),Skilled Worker,
Himanyu Technologies Limited,Hemel Hempstead,Hemel Hempstead,Worker (A rating),Skilled Worker,https://www.ukcompanydir.com
Hirehop Software Limited,London,,Worker (A rating),Skilled Worker,https://www.hirehop.co.uk
Hitachi Digital Services UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.hitachids.com
HJS Emission Technology Limited,Swindon,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://hjs-emission.co.uk
Hitachi Digital Services UK Limited,London,,Worker (A rating),Skilled Worker,
Hivebyte Technology Ltd,Manchester,,Worker (A rating),Skilled Worker,https://hivebyte.co.uk
HJS Emission Technology Limited,Swindon,,Worker (A rating),Skilled Worker,https://hjs-emission.co.uk
Homey Technology Ltd,London,,Worker (A rating),Skilled Worker,https://homey.app
"HONOR TECHNOLOGIES (UK) CO., LTD",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.honor.com
HNS Infotech Limited,Harrow,,Worker (A rating),Skilled Worker,https://www.hnsinfotech.co.uk
HOOK TECHNOLOGY LTD,LONDON,,Worker (A rating),Skilled Worker,https://hook.co
Hope Church Network,Petersfield,Hampshire,Worker (A rating),Tier 2 Ministers of Religion,https://hopechurch.life
Homelink Technologies,Bristol,Stoke Gifford,Worker (A rating),Skilled Worker,
Holistic AI,London,,Worker (A rating),Skilled Worker,
Hometrack Data Systems Limited,London,London,Worker (A rating),Skilled Worker,https://www.hometrack.com
Hosana Technologies Limited,Rugby,,Worker (A rating),Skilled Worker,https://hosanatechnologies.co.uk
Hospitality Software Solutions Limited,Bedford,,Worker (A rating),Skilled Worker,https://www.hospitalitysolutions.group
"HONOR TECHNOLOGIES (UK) CO., LTD",London,,Worker (A rating),Skilled Worker,https://www.honor.com
Hot Pot Digital Limited,London,,Worker (A rating),Skilled Worker,https://www.efinder.uk
Hotel Technology Management (htm) ltd,Milton Keynes,,Worker (A rating),Skilled Worker,https://www.bing.com
HOOFPRINTS TECHNOLOGIES LTD T/A CHETTINAD MESS,Stirling,,Worker (A rating),Skilled Worker,
House-on-the-Hill Software Ltd,Stockport,Greater Manchester,Worker (A rating),Skilled Worker,https://houseonthehill.com
Hopscotch Network UK,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
HS Printing & Computing Ltd T/A Broadway Printers & Computers,Wallington,Surrey,Worker (A rating),Skilled Worker,https://www.bing.com
Hopscotch Network UK,London,,Worker (A rating),Skilled Worker,
Hoopla Digital Ltd,London,London,Worker (A rating),Skilled Worker,
Hotel Technology Management (htm) ltd,Milton Keynes,Bucks,Worker (A rating),Skilled Worker,https://www.bing.com
Hotel Technology Management (htm) ltd,Milton Keynes,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
"Huawei Technologies (UK) Co., Ltd",Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.huawei.com
HR DIGITAL CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker,https://hrdigitalconsultingltd.com
HT Digital Ltd,London,,Worker (A rating),Skilled Worker,
HT Digital Services Ltd,London,,Worker (A rating),Skilled Worker,
HT SOFTWARE UK LTD,Chadwell Heath,,Worker (A rating),Skilled Worker,
"Huawei Technologies (UK) Co., Ltd",Reading,Berkshire,Worker (A rating),Skilled Worker,https://www.huawei.com
Huawei Technologies Research & Development (UK) Limited,Cambridge,,Worker (A rating),Skilled Worker,https://www.huawei.com
Humaans Software UK Limited,London,,Worker (A rating),Skilled Worker,https://humaans.io
Huawei Technologies Research & Development (UK) Limited,Cambridge,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.huawei.com
Hub Platform Technology Partners Ltd,London,,Worker (A rating),Skilled Worker,https://www.dnb.com
Hummingle Technology And Media Private Limited,Stoke-on-trent,Staffordshire,Worker (A rating),Skilled Worker,https://www.hummingle.com
Huble Digital Limited,London,,Worker (A rating),Skilled Worker,https://www.findglocal.com
Hugo Technologies Limited,Bromley,Kent,Worker (A rating),Skilled Worker,https://www.hugotechnology.co.uk
HUP TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,https://hup-home.co.uk
Hyble Technology Ltd,Edinburgh,,Worker (A rating),Skilled Worker,https://hyble.tech
Hylink (UK) Digital Solution Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://hylink.co.uk
Human Digital Twin Limited,London,,Worker (A rating),Skilled Worker,
Humble AI Limited,London,,Worker (A rating),Skilled Worker,https://humbleai.com
I -Exceed Technology Solutions Limited,Halesowen,,Worker (A rating),Skilled Worker,https://innovative-technology.com
Hutchison Technologies Limited,Dundee,,Worker (A rating),Skilled Worker,
HYDAC TECHNOLOGY LIMITED,Witney,Oxfordshire,Worker (A rating),Skilled Worker,
I Solution Technology Ltd,London,,Worker (A rating),Skilled Worker,https://isolution.org
Hydropath Technology Ltd,Nottingham,,Worker (A rating),Skilled Worker,
Hylink (UK) Digital Solution Limited,London,,Worker (A rating),Skilled Worker,
Hyran Technologies Ltd,Cambridge,,Worker (A rating),Skilled Worker,
I -Exceed Technology Solutions Limited,Halesowen,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
I-Net Software Solutions,Hounslow,,Worker (A rating),Scale-up,
IAM Technology Group Limited,Huddersfield,,Worker (A rating),Skilled Worker,https://www.iam-tech.co.uk
I-Net Software Solutions,Hounslow,,Worker (A rating),Skilled Worker,
IBASE SOFTWARE SOLUTIONS PVT LIMITED,Cheshire,,Worker (A rating),Skilled Worker,https://www.ibaset.com
IBRAHIM & RAYAN TECHNOLOGIES LTD,Didcot,Oxfordshire,Worker (A rating),Skilled Worker,
IBS Software Europe Ltd,Bracknell,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
IBS Software Europe Ltd,Bracknell,Berkshire,Worker (A rating),Skilled Worker,https://www.ibsplc.com
ICE Data Services Europe Limited,London,,Worker (A rating),Skilled Worker,https://vista.icedataservices.com
ICE Data Services Europe Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
IceMOS Technology,Belfast,,Worker (A rating),Skilled Worker,https://www.icemostech.com
ICS.AI Limited,Basingstoke,,Worker (A rating),Skilled Worker,https://www.ics.ai
Iceotope Technologies Limited,Catcliffe,Sheffield,Worker (A rating),Skilled Worker,
Ideal Networks,Brighton,,Worker (A rating),Skilled Worker,https://www.ideal-networks.com
iConnect Digital Solutions Ltd,Northfleet,,Worker (A rating),Skilled Worker,
Icore Digital Ltd,Silsoe,Bedford,Worker (A rating),Skilled Worker,
IDEAL SOLUTIONS MEDIA AND TECHNOLOGY LTD,Leicester,,Worker (A rating),Skilled Worker,https://idealsolutions.uk
IDIADA Automotive Technology UK Ltd,Nuneaton,Warwickshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.applusidiada.com
ID Cyber Solutions Ltd,Glasgow,Glasgow,Worker (A rating),Skilled Worker,https://support.idcyber.co.uk
IDC Technologies (UK) Limited,Middlesex,,Worker (A rating),Skilled Worker,https://idctechnologies.com
IDEABEAN SOFTWARE TECHNOLOGY LTD,keighley,,Worker (A rating),Skilled Worker,http://ideabean.co.uk
IDRAK AI LTD,London,,Worker (A rating),Skilled Worker,https://www.idrak-ai.com
Ieso Digital Health Limited,Cambridge,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.iesohealth.com
IDEAL COMPUTING.CO.UK LIMITED,EDINBURGH,,Worker (A rating),Skilled Worker,
IFIX COMPUTING LTD,Letchworth Garden City,Hertfordshire,Worker (A rating),Skilled Worker,https://ifixcomputing.co.uk
IDIADA Automotive Technology UK Ltd,Nuneaton,Warwickshire,Worker (A rating),Skilled Worker,
Idox Software Ltd.,Woking,Surrey,Worker (A rating),Skilled Worker,
Iglu Network Ltd.,London,,Worker (A rating),Skilled Worker,https://iglu.net
IDS TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,
IDX Technology Europe Ltd,Slough,Berkshire,Worker (A rating),Skilled Worker,
iGrid Technology Consulting Ltd,Glasgow,,Worker (A rating),Skilled Worker,https://www.igrid.technology
Ieso Digital Health Limited,Cambridge,,Worker (A rating),Skilled Worker,
Iglu Network Ltd,London,,Worker (A rating),Skilled Worker,
Iglu Network Ltd.,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://iglu.net
IGNITE TECHNOLOGIES INTERNATIONAL LIMITED,London,,Worker (A rating),Skilled Worker,
Ignitho Technologies UK Ltd,Falmer,,Worker (A rating),Skilled Worker,
Ikigai Data Ltd,London,Select One,Worker (A rating),Skilled Worker,https://www.ikigaidata.com
IIT Software Limited,London,,Worker (A rating),Skilled Worker,https://www.iitsoftware.co.uk
Illuminate Digital Limited,London,,Worker (A rating),Skilled Worker,https://illuminatedigital.co.uk
IKIGAI DIGITAL LIMITED,Malmesbury,,Worker (A rating),Skilled Worker,https://www.ikigaidigital.io
Imagination Technologies Limited,Kings Langley,Herts,Worker (A rating),Skilled Worker,https://www.imaginationtech.com
IKNOW TECHNOLOGY UK LTD,London,,Worker (A rating),Skilled Worker,https://www.iknowtechnology.uk
Imagination Technologies Limited,Kings Langley,Herts,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,https://www.imaginationtech.com
Ikonic Technology Ltd,Heywood,Lancashire,Worker (A rating),Skilled Worker,https://ikonic.com
Ilika Technologies Ltd,Romsey,,Worker (A rating),Skilled Worker,
IMD Technologies Ltd,London,Choose County,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,http://imd-tech.com
IMD Technologies Ltd,London,Choose County,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,http://imd-tech.com
Illustrate Digital LTD,Cardiff,,Worker (A rating),Skilled Worker,https://illustrate.digital
Image Data Systems (UK) Ltd,London,,Worker (A rating),Skilled Worker,https://www.imagedata.co.uk
IMMO Investment Technologies UK Ltd,London,,Worker (A rating),Skilled Worker,https://www.immo.capital
Impact Data Metrics Ltd,Liverpool,,Worker (A rating),Skilled Worker,https://www.impactdatametrics.com
Impact Women Network CIC,Bradford,West Yorkshire,Worker (A rating),Skilled Worker,https://www.impactcic.org.uk
"Imagine Software (UK), Ltd.",London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
"Imagine Software (UK), Ltd.",London,,Worker (A rating),Skilled Worker,
IMD Technologies Ltd,London,Choose County,Worker (A rating),Skilled Worker,
IMMERSIVE CLOUD SOLUTIONS GROUP LIMITED,Windsor,Berkshire,Worker (A rating),Skilled Worker,
Impact Cubed Data Analytics Limited,London,,Worker (A rating),Skilled Worker,
Impala Travel Technology Ltd,London,,Worker (A rating),Skilled Worker,
Imply Data UK Limited,London,,Worker (A rating),Skilled Worker,
IMPERIAL WORLD TECHNOLOGIES LTD T/A PHOTOPLACE,PINNER,,Worker (A rating),Skilled Worker,
Imply Data UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
IMPRESSION DIGITAL LIMITED,NOTTINGHAM,,Worker (A rating),Skilled Worker,
Improvability AI,London,,Worker (A rating),Skilled Worker,
