organisation_name,town_city,county,type_rating,route,careers_website
Matrix Technology Solutions Limited,Halifax,West Yorkshire,Worker (A rating),Skilled Worker,
Matrixx Software Europe Llimited,Ipswich,,Worker (A rating),Skilled Worker,
Maven Technology Limited,London,,Worker (A rating),Skilled Worker,
Mavens Cloud Ltd,Altrincham,Cheshire,Worker (A rating),Skilled Worker,
Maxon Computer Limited,Cranfield,Bedfordshire,Worker (A rating),Skilled Worker,
Maya Technologies Limited,London Heathrow,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Maya Technologies Limited,London Heathrow,,Worker (A rating),Skilled Worker,
MBS Survey Software Ltd,STEYNING,WEST SUSSEX,Worker (A rating),Skilled Worker,
MCDOWELL DIGITAL MEDIA LTD,London,,Worker (A rating),Skilled Worker,
MCS Rental Software Limited,Maidenhead,Berkshire,Worker (A rating),Skilled Worker,
MDI Networks Limited,Portsmouth,Hampshire,Worker (A rating),Skilled Worker,
MDX Technology Limited,London,,Worker (A rating),Skilled Worker,
MECHSMERIZE TECHNOLOGIES LTD,ILFORD,ESSEX,Worker (A rating),Skilled Worker,
Medequip Assistive Technology Limited,Harmondsworth,,Worker (A rating),Skilled Worker,
Medevice Digital Ltd.,Cambourne,Cambridgeshire,Worker (A rating),Skilled Worker,
Medialake AI Limited,London,,Worker (A rating),Skilled Worker,
Medical Research Network,Milton Keynes,Bucks,Worker (A rating),Skilled Worker,
MEDICASIMPLE HEALTHCARE TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
Medius Software Limited,Manchester,,Worker (A rating),Skilled Worker,
Medly AI Limited,London,,Worker (A rating),Skilled Worker,
MEDPAL AI PLC,London,,Worker (A rating),Skilled Worker,
Medwise AI Limited,Leeds,,Worker (A rating),Skilled Worker,
Meen Technologies Ltd,Hatfield,Hertfordshire,Worker (A rating),Skilled Worker,
Mentat Technology Limited,Byfield,northamptonshire,Worker (A rating),Skilled Worker,
MER MARINE TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
Mercury Computer Systems Limited,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Mercury Computer Systems Limited,Reading,Berkshire,Worker (A rating),Skilled Worker,
MERCURY DIGITAL ASSETS LIMITED,London,,Worker (A rating),Skilled Worker,
Meridian Lightweight Technologies UK Ltd,Sutton-in-Ashfield,Nottinghamshire,Worker (A rating),Skilled Worker,
Meridian Lightweight Technologies UK Ltd,Sutton-in-Ashfield,Nottinghamshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
MESH AI LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Meshprime Technologies Ltd,London,,Worker (A rating),Skilled Worker,
MESOO DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
Meta Data Systems Ltd,London,,Worker (A rating),Skilled Worker,
Meta Solution Technologies Ltd,London,,Worker (A rating),Skilled Worker,
METALS FOCUS DATA LIMITED,London,,Worker (A rating),Skilled Worker,
Methodica Technologies Limited,Nottingham,,Worker (A rating),Skilled Worker,
Methods Business and Digital Technology,London,Greater London,Worker (A rating),Skilled Worker,
Meticulous Ai Limited,London,,Worker (A rating),Skilled Worker,
Metrikus Software Limited,London,,Worker (A rating),Skilled Worker,
Metrol Technology Ltd,Aberdeen,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Metrol Technology Ltd,Aberdeen,,Worker (A rating),Skilled Worker,
Metropress Limited t/a Auction Technology Group,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Metropress Limited t/a Auction Technology Group,London,,Worker (A rating),Skilled Worker,
MF Telecom Services Limited,Kent,,Worker (A rating),Skilled Worker,
MGH Technology Solutions Ltd,Cobham,GB,Worker (A rating),Skilled Worker,
MGS TECHNOLOGIES LIMITED,Surbiton,SURREY,Worker (A rating),Skilled Worker,
MHT Technology Limited,Richmond,North Yorkshire,Worker (A rating),Skilled Worker,
MHZ TECHNOLOGIES LTD,"Wilton,  Salisbury",Wiltshire,Worker (A rating),Skilled Worker,
Micro Precision Gear Technology Limited,Hemel Hempstead,,Worker (A rating),Skilled Worker,
Micro Technology Services Ltd,Wigston,Leicestershire,Worker (A rating),Skilled Worker,
Micro365 Technologies Ltd,Manchester,,Worker (A rating),Skilled Worker,
MicroFast Technologies Limited,Harrow,,Worker (A rating),Skilled Worker,
Midland Telecom Networks Group Ltd,Birmingham,West Midlands,Worker (A rating),Skilled Worker,
"Mignon Technologies Ltd, T.A. Literal Labs",Newcastle upon Tyne,,Worker (A rating),Skilled Worker,
MIITERA TECHNOLOGIES Ltd,STRATFORD UPON AVON,WARWICKSHIRE,Worker (A rating),Skilled Worker,
Mijo Krish Infotech Limited,Bristol,,Worker (A rating),Skilled Worker,
Milestone Technologies UK Limited,Pinner,,Worker (A rating),Skilled Worker,
Mindbay Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Mindful Technologies Limited,Birmingham,,Worker (A rating),Skilled Worker,
MindLink Software Limited,London,,Worker (A rating),Skilled Worker,
MindMill (HR) Software Ltd,Belfast,Antrim,Worker (A rating),Skilled Worker,
MINDPATH TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,
MINDRANK TECHNOLOGIES LIMITED,Manchester,,Worker (A rating),Skilled Worker,
MINDS TECHNOLOGIES LIMITED,Hounslow,,Worker (A rating),Skilled Worker,
MINDSET AI LTD,London,,Worker (A rating),Skilled Worker,
Mindset Technologies Limited (trading as Mindstep),London,,Worker (A rating),Skilled Worker,
Minna Technologies Limited,Warwick,,Worker (A rating),Skilled Worker,
MINNU SOFTWARE SOLUTIONS PRIVATE LIMITED,Coventry,,Worker (A rating),Skilled Worker,
MINSTER COMPUTER SYSTEMS LIMITED,Lichfield,Staffordshire,Worker (A rating),Skilled Worker,
Minster Software Ltd,Reading,,Worker (A rating),Skilled Worker,
MINT MANAGEMENT TECHNOLOGY UK (PTY) LIMITED,England,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
MINT MANAGEMENT TECHNOLOGY UK (PTY) LIMITED,England,,Worker (A rating),Skilled Worker,
MiQ Digital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
MiQ Digital Limited,London,,Worker (A rating),Skilled Worker,
Mirion Technologies (IST) Limited,Farnborough,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Mirion Technologies (IST) Limited,Farnborough,,Worker (A rating),Skilled Worker,
Miro Technologies Limited,Bristol,Somerset,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Miro Technologies Limited,Bristol,Somerset,Worker (A rating),Skilled Worker,
Mission Zero Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Mistral AI UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Mistral AI UK Limited,London,,Worker (A rating),Skilled Worker,
Mitto Technologies Limited,London,,Worker (A rating),Skilled Worker,
MJ Data Solutions Ltd,Ruislip,England,Worker (A rating),Skilled Worker,
MK ALL NETWORK COMMUNICATIONS LTD,Cardiff,,Worker (A rating),Skilled Worker,
MLL Telecom Limited,Marlow,Bucks,Worker (A rating),Skilled Worker,
MLT Digital Ltd,Glasgow,,Worker (A rating),Skilled Worker,
MoA Technology Ltd,Oxford,Oxfordshire,Worker (A rating),Skilled Worker,
MOBILE & COMPUTER SHOP LIMITED,Edmonton Green,,Worker (A rating),Skilled Worker,
Mobile Broadband Network Limited,Reading,,Worker (A rating),Skilled Worker,
MOBILE TECHNOLOGIES LTD,London,United Kingdom,Worker (A rating),Skilled Worker,
Mobility Cyber Labs Ltd,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Modetour Network UK Ltd,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Modetour Network UK Ltd,LONDON,,Worker (A rating),Skilled Worker,
Modulr Technology Ltd,Edinburgh,,Worker (A rating),Skilled Worker,
MOF Technologies Limited,Newtownabbey,,Worker (A rating),Skilled Worker,
MOMENTUM AI LIMITED,London,,Worker (A rating),Skilled Worker,
Momentum Data Ltd,St Albans,Hertfordshire,Worker (A rating),Skilled Worker,
Moneyhub Financial Technology Ltd,Bristol,,Worker (A rating),Skilled Worker,
Moneynmore Technologies Limited,Reading,,Worker (A rating),Skilled Worker,
MONIEPOINT TECHNOLOGIES UK LTD,London,,Worker (A rating),Skilled Worker,
Monitor Computer Systems,YORK,North Yorkshire,Worker (A rating),Skilled Worker,
Monofloor Technology Ltd,Ivybridge,,Temporary Worker (A rating),Global Business Mobility: Service Supplier,
Monument Technology Limited,London,,Worker (A rating),Skilled Worker,
Moore Global Network Limited,London,,Worker (A rating),Skilled Worker,
Morning Data Ltd,London,London,Worker (A rating),Skilled Worker,
Motherson Technology Services United Kingdom Limited,Wokingham,,Worker (A rating),Skilled Worker,
Motive Technology UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Motive Technology UK Limited,London,,Worker (A rating),Skilled Worker,
Motor Repair Network,Halfiax,,Worker (A rating),Skilled Worker,
Motorsport Network Media UK Ltd,London,,Worker (A rating),Skilled Worker,
Mount Digital Solutions Limited,Manchester,,Worker (A rating),Skilled Worker,
Move AI Ltd,London,,Worker (A rating),Skilled Worker,
MRI Software Limited,London,,Worker (A rating),Skilled Worker,
MRI Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
MS InfoTech Limted,AYLESBURY,,Worker (A rating),Skilled Worker,
MSC NETWORK LIMITED,ILFORD,,Worker (A rating),Skilled Worker,
MSG NETWORK LTD,ELGIN,Morayshire,Worker (A rating),Skilled Worker,
MSI Computer (UK) Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
MSI Computer (UK) Ltd,London,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
MSI Computer (UK) Ltd,London,,Worker (A rating),Skilled Worker,
MSP Technologies Ltd,Carnforth,Cumbria,Worker (A rating),Skilled Worker,
MST Ltd - Marine Specialised Technology Ltd,Bromborough,Wirral,Worker (A rating),Skilled Worker,
MSWIPE TECHNOLOGIES (UK) PRIVATE LIMITED,Edgware,,Worker (A rating),Skilled Worker,
MTI Welding Technologies Limited,Dudley,West Midlands,Worker (A rating),Skilled Worker,
MTV Networks Europe,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
MTV Networks Europe,London,,Worker (A rating),Skilled Worker,
Multi Technologies Limited,Manchester,,Worker (A rating),Skilled Worker,
Mundo Livre Digital Ltd,Warwick,,Worker (A rating),Skilled Worker,
Mura Technology Limited,Cleveland,,Worker (A rating),Skilled Worker,
Muraai Information Technologies Limited,Coventry,West Midlands,Worker (A rating),Skilled Worker,
Mushroom Technologies Ltd,Rainham,Essex,Worker (A rating),Skilled Worker,
MUSIC EDUCATION TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
My Data Technologies Limited,Hounslow,Middlesex,Worker (A rating),Skilled Worker,
My Digital Accounts Limited,Cheadle Hulme,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
My Digital Accounts Limited,Cheadle Hulme,,Worker (A rating),Skilled Worker,
MY DIGITAL COLLEGE LTD (Trading as Purlos),London,,Worker (A rating),Skilled Worker,
My Digital Hero Consulting LTD,Harrogate,,Worker (A rating),Skilled Worker,
MYCARDIUM AI LIMITED,Liverpool,,Worker (A rating),Skilled Worker,
Mycelium Network Ltd,Sheffield,,Worker (A rating),Skilled Worker,
Myrtle Software Limited,Cambridge,Cambridgeshire,Worker (A rating),Skilled Worker,
MYRTLE SOFTWARE SOLUTIONS LIMITED,London,,Worker (A rating),Skilled Worker,
MYSTIC AI LIMITED,Bath,,Worker (A rating),Skilled Worker,
MYTOWN TECHNOLOGIES LTD,London,,Worker (A rating),Skilled Worker,
MyWay Digital Health Ltd,Dundee,Angus,Worker (A rating),Skilled Worker,
N-able Technologies Ltd,Dundee,,Worker (A rating),Skilled Worker,
N-IX TECHNOLOGIES LIMITED,London,,Worker (A rating),Skilled Worker,
N2 Technology Consulting Ltd,Harrow,,Worker (A rating),Skilled Worker,
NADIRAH TECHNOLOGIES LIMITED,High Wycombe,,Worker (A rating),Skilled Worker,
NAFT TRADING & TECHNOLOGY CO LIMITED,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NAFT TRADING & TECHNOLOGY CO LIMITED,LONDON,,Worker (A rating),Skilled Worker,
NAG Technologies Limited,Maidenhead,,Worker (A rating),Skilled Worker,
Nagarro Software Ltd,London,,Worker (A rating),Skilled Worker,
Nagarro Software Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Naib Technologies Limited,Birmingham,,Worker (A rating),Global Business Mobility: UK Expansion Worker,
Naina Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Namo Technologies Ltd,Watford,,Worker (A rating),Skilled Worker,
Nannyplus Network Ltd,London,,Worker (A rating),Skilled Worker,
Nano AI LTD,London,,Worker (A rating),Skilled Worker,
Nanoco Technologies Limited,Runcorn,Cheshire,Worker (A rating),Skilled Worker,
NanoString Technologies Europe Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NanoString Technologies Europe Limited,Bristol,,Worker (A rating),Skilled Worker,
Nanotemper Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Napier Technologies Limited,London,County (optional),Worker (A rating),Skilled Worker,
Narla Technologies Ltd,Newcastle,Staffordshire,Worker (A rating),Skilled Worker,
Nash Technologies and Consulting Limited,Birmingham,,Worker (A rating),Skilled Worker,
NATIONAL SUPPLY CHAIN NETWORKS UK LTD,Birmingham,West Midlands,Worker (A rating),Skilled Worker,
Native AI Ltd,London,,Worker (A rating),Skilled Worker,
Nav Infotech Ltd,Slough,,Worker (A rating),Skilled Worker,
Navigate Digital,London,,Worker (A rating),Skilled Worker,
NAVIS SOFTWARE UK LIMITED,LONDON,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NAVIS SOFTWARE UK LIMITED,LONDON,,Worker (A rating),Skilled Worker,
Navitas Digital Safety Ltd,Coalville,,Worker (A rating),Skilled Worker,
Navys Technologies Limited,London,,Worker (A rating),Skilled Worker,
NDL Software Ltd,WETHERBY,West Yorkshire,Worker (A rating),Skilled Worker,
Neara Software Ltd,Reading,Berkshire,Worker (A rating),Skilled Worker,
NEC Software Solutions UK Ltd,Hemel Hempstead,Hertfordshire,Worker (A rating),Skilled Worker,
"NEC Telecom MODUS, Ltd",Leatherhead,Surrey,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
"NEC Telecom MODUS, Ltd",Leatherhead,Surrey,Worker (A rating),Skilled Worker,
Nendrasys Technologies UK Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nendrasys Technologies UK Limited,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker,
Neo Technology Limited,London,Greater London,Worker (A rating),Skilled Worker,
Neo-Global Technology Ltd,Hallow,Essex,Worker (A rating),Skilled Worker,
Neos Networks Limited,Perth,,Worker (A rating),Skilled Worker,
Neosalpha Technologies Limited,Maidenhead,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Neosalpha Technologies Limited,Maidenhead,Berkshire,Worker (A rating),Skilled Worker,
Nephos Technologies,London,---,Worker (A rating),Skilled Worker,
Nervecentre Software Ltd,Wokingham,,Worker (A rating),Skilled Worker,
Nest Digital Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nest Digital Limited,London,,Worker (A rating),Skilled Worker,
NET AI TECH LTD,EDINBURGH,Scotland,Worker (A rating),Skilled Worker,
Net Zero Technology Centre Limited,Aberdeen,,Worker (A rating),Skilled Worker,
Netcore Cloud Limited,London,,Worker (A rating),Skilled Worker,
NetCracker Technology EMEA Ltd,Histon,Cambridgeshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NetCracker Technology EMEA Ltd,Histon,Cambridgeshire,Worker (A rating),Skilled Worker,
NetMind.AI Ltd,London,,Worker (A rating),Skilled Worker,
Netsol Technologies Europe Limited,Horsham,,Worker (A rating),Skilled Worker,
Netsol Technologies Europe Limited,Horsham,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Network 2 Supplies Ltd,Bury St Edmunds,Suffolk,Worker (A rating),Skilled Worker,
Network Access Associates Limited,London,,Worker (A rating),Skilled Worker,
Network Access Associates Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Network Centric Support,London,,Worker (A rating),Skilled Worker,
Network Communication Systems Ltd,Doncaster,United Kingdom,Worker (A rating),Skilled Worker,
Network DNA Ltd,Aberdeen,,Worker (A rating),Skilled Worker,
NETWORK DRY CLEANERS LTD,BUSHEY,,Worker (A rating),Skilled Worker,
Network Energy Limited,Wembley,,Worker (A rating),Skilled Worker,
Network Fantasy Holdings Limited,London,,Worker (A rating),Skilled Worker,
NETWORK FOOD DISTRIBUTION LTD,LONDON,,Worker (A rating),Skilled Worker,
NETWORK GUARD (UK) LIMITED,LONDON,,Worker (A rating),Skilled Worker,
NETWORK HEALTHCARE (KENT) LTD,"BROMLEY, KENT",,Worker (A rating),Skilled Worker,
Network Healthcare Professionals Ltd,Slough,,Worker (A rating),Skilled Worker,
NETWORK HEATING & GAS LTD,Coventry,,Worker (A rating),Skilled Worker,
Network Homecare Ltd,Edgware,,Worker (A rating),Skilled Worker,
Network Links Ltd,Warrington,,Worker (A rating),Skilled Worker,
Network Merchants Limited,Bristol,,Worker (A rating),Skilled Worker,
Network Plus Ltd,Newtown,Powys,Worker (A rating),Skilled Worker,
NETWORK POINT LIMITED,London,,Worker (A rating),Skilled Worker,
NETWORK PROPERTY SOLUTIONS LTD,Brierley Hill,West Midlands,Worker (A rating),Skilled Worker,
Network Rail Infrastructure,Manchetser,,Worker (A rating),Skilled Worker,
NETWORK SCIENCE LTD,London,,Worker (A rating),Skilled Worker,
NETWORK SOLUTIONS COURIER & LOGISTICS LTD,Park Royal,London,Worker (A rating),Skilled Worker,
Network Specialists Limited,Birmingham,,Worker (A rating),Skilled Worker,
Neurapses Technologies Ltd,Wimbledon,London,Worker (A rating),Skilled Worker,
Neutronic Technologies Ltd,Warrington,Cheshire,Worker (A rating),Skilled Worker,
NEVIS WEALTH TECHNOLOGY LTD,London,,Worker (A rating),Skilled Worker,
New Media Technology Ltd,Uxbridge,,Worker (A rating),Skilled Worker,
New Model Institute for Technology and Engineering,Hereford,Herefordshire,Worker (A rating),Skilled Worker,
NEW TIMES TECHNOLOGY GROUP LIMITED,London,,Worker (A rating),Skilled Worker,
New World Software Europe Limited,Swindon,Wiltshire,Worker (A rating),Skilled Worker,
Newbury Digital Limited,Newbury,Berks,Worker (A rating),Skilled Worker,
Newsco Software Limited,Dumfries,Dumfries and Galloway,Worker (A rating),Skilled Worker,
Nexcade AI Limited,London,,Worker (A rating),Skilled Worker,
Nexer Digital Ltd,Macclesfield,Cheshire,Worker (A rating),Skilled Worker,
Nexfibre Networks Limited,London,,Worker (A rating),Skilled Worker,
NEXPIN TECHNOLOGY LTD,London,,Worker (A rating),Skilled Worker,
NEXT TECHNOLOGIES LTD,Hounslow,Middlesex,Worker (A rating),Skilled Worker,
Nextgen Technology Limited,Wokingham,Berkshire,Worker (A rating),Skilled Worker,
NextLevel Pro Ltd t/a Guard dog Digital,Ipswich,Suffolk,Worker (A rating),Skilled Worker,
NextLevel Software Innovations,Stafford,,Worker (A rating),Skilled Worker,
NextMove Software Limited,Cambridge,,Worker (A rating),Skilled Worker,
NextPharma Technologies Holding Limited,London,,Worker (A rating),Skilled Worker,
NEXTPLAN TECHNOLOGY AND MOBILE LTD,BRISTOL,,Worker (A rating),Skilled Worker,
NEXUCLOUD AI LIMITED,Stockport,,Worker (A rating),Skilled Worker,
Nexus Cyber security,London,,Worker (A rating),Skilled Worker,
NG Network Consultancy Ltd.,London,,Worker (A rating),Skilled Worker,
NHC Technology Ltd,Denbigh,Denbighshire,Worker (A rating),Skilled Worker,
NI-LUX SOFTWARE LTD,Middlesex,,Worker (A rating),Skilled Worker,
Nibble Technology Limited,London,,Worker (A rating),Skilled Worker,
Nickel Digital Asset Management Limited,London,,Worker (A rating),Skilled Worker,
NIE Networks,Belfast,,Worker (A rating),Skilled Worker,
Nihon Cyber Defence Ltd,Belfast,,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee,
Nihon Cyber Defence Ltd,Belfast,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nihon Cyber Defence Ltd,Belfast,,Worker (A rating),Skilled Worker,
Nikao Technology Limited,London,,Worker (A rating),Skilled Worker,
Nimbus Digital & Technology Innovations,Stratford-upon-Avon,Warwickshire,Worker (A rating),Skilled Worker,
Nippon Television Network London Bureau T/A Nippon TV (NNN) London,London,,Worker (A rating),Skilled Worker,
Nippon Television Network London Bureau T/A Nippon TV (NNN) London,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nish Infotech Ltd,Orpington,,Worker (A rating),Skilled Worker,
Nishkkalaa Technologies Ltd,Reading,,Worker (A rating),Skilled Worker,
NITHREE TECHNOLOGY LIMITED,Reading,,Worker (A rating),Skilled Worker,
Nityo Infotech Ltd,Reading,Berkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nityo Infotech Ltd,Reading,Berkshire,Worker (A rating),Skilled Worker,
NIX TECHNOLOGY UK LTD,Birmingham,West Midlands,Worker (A rating),Skilled Worker,
Niya Network LTD,London,London,Worker (A rating),Skilled Worker,
Niyanth Media & Technology Limited,Southall,,Worker (A rating),Skilled Worker,
NJ DIGITAL SOLUTIONS LTD,Ilford,,Worker (A rating),Skilled Worker,
NK Computer Services Limited,London,,Worker (A rating),Skilled Worker,
NL Technologies Limited,Isleworth,,Worker (A rating),Skilled Worker,
nlyte Software Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
nlyte Software Limited,London,,Worker (A rating),Skilled Worker,
NM Software Solutions Ltd,Newcastle Upon Tyne,,Worker (A rating),Skilled Worker,
Noddington Technologies Limited,London,,Worker (A rating),Skilled Worker,
Nodes Technologies Limited,Reading,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nodes Technologies Limited,Reading,,Worker (A rating),Skilled Worker,
NodeWeave Technologies Limited,Faversham,Kent,Worker (A rating),Skilled Worker,
Nomad Digital Limited,Derby,Derbyshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nomad Digital Limited,Derby,Derbyshire,Worker (A rating),Skilled Worker,
NONIUS HOSPITALITY TECHNOLOGY UK LTD,London,LONDON,Worker (A rating),Skilled Worker,
Nono Network Ltd.,London,,Worker (A rating),Skilled Worker,
NONVIA TECHNOLOGY LIMITED,York,,Worker (A rating),Skilled Worker,
NORTH EAST BRAND IQ TECHNOLOGIES LTD,Sunderland,,Worker (A rating),Skilled Worker,
North Wind Digital Limited,East Cowes,Isle of Wright,Worker (A rating),Skilled Worker,
Northern Data Services (UK) Limited,London,,Worker (A rating),Skilled Worker,
Northern Gas Networks Ltd,Leeds,West Yorkshire,Worker (A rating),Skilled Worker,
Northern Gas Networks Ltd,Leeds,West Yorkshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Northfleet Technology College,Northfleet,Kent,Worker (A rating),Skilled Worker,
Northslope Technologies Limited,Bristol,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Northslope Technologies Limited,Bristol,,Worker (A rating),Skilled Worker,
NOTHING TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker,
Nova Pangaea Technologies (UK) Limited,Redcar,,Worker (A rating),Skilled Worker,
NOVANTA TECHNOLOGIES UK LIMITED,Stockport,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NOVANTA TECHNOLOGIES UK LIMITED,Stockport,,Worker (A rating),Skilled Worker,
Novas High Technology Ltd,Aylesford,Kent,Worker (A rating),Skilled Worker,
Novastar Infotech Limited,Milton Keynes,,Worker (A rating),Skilled Worker,
Novee AI Limited,London,,Worker (A rating),Skilled Worker,
Novi Digital Limited,Lancaster,Lancashire,Worker (A rating),Skilled Worker,
Novira Technologies Limited,Newport,,Worker (A rating),Skilled Worker,
Novo Technologies Ltd,Cheltenham,"Gloucestershire,",Worker (A rating),Skilled Worker,
NOVOTECH DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
Novyy Technologies Limited,Preston,,Worker (A rating),Skilled Worker,
NRX Digital Limited,Essex,,Worker (A rating),Skilled Worker,
"Ntropy Network, Inc",London,,Worker (A rating),Skilled Worker,
NTT Cloud Communications UK Ltd,London,,Worker (A rating),Skilled Worker,
NTT Cloud Communications UK Ltd,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NTT Data Business Solutions Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NTT Data Business Solutions Limited,London,,Worker (A rating),Skilled Worker,
NTT DATA Services UK Limited,London,,Worker (A rating),Skilled Worker,
NTT DATA Services UK Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NTT DATA UK LIMITED,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NTT DATA UK LIMITED,London,,Worker (A rating),Skilled Worker,
NTT Global Data Centers EMEA UK Ltd,Hemel Hempstead,Hertfordshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
NTT Global Data Centers EMEA UK Ltd,Hemel Hempstead,Hertfordshire,Worker (A rating),Skilled Worker,
nTtau Digital Ltd,Oxford,,Worker (A rating),Skilled Worker,
Nuffield Technologies Ltd,Poole,Dorset,Worker (A rating),Skilled Worker,
Nugi Technologies UK Ltd,Ealing,,Worker (A rating),Skilled Worker,
NUMBER SEVEN FOOD TECHNOLOGY LIMITED,London,United Kingdom,Worker (A rating),Skilled Worker,
NumberEight Technologies Ltd,Norfolk,,Worker (A rating),Skilled Worker,
Numerix Software LTD,London,,Worker (A rating),Skilled Worker,
Nuprint Technologies Ltd,Londonderry,Londonderry,Worker (A rating),Skilled Worker,
Nwave Technologies Ltd,London,,Worker (A rating),Skilled Worker,
NXT Infotech Limited,Dartford,,Worker (A rating),Skilled Worker,
NY TECH DIGITAL LTD,London,,Worker (A rating),Skilled Worker,
Nyas Technology Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Nyas Technology Limited,London,,Worker (A rating),Skilled Worker,
Oak Smart Technology Limited,Leicester,,Worker (A rating),Skilled Worker,
Obelisk Networks (UK) Ltd,Fareham,,Worker (A rating),Skilled Worker,
Ocean Blue Software Limited,Bristol,Bristol,Worker (A rating),Skilled Worker,
Ocean Network Express (Europe) Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Ocean Network Express (Europe) Limited,London,,Worker (A rating),Skilled Worker,
Oceanic Technologies Limited,Watford,Hertfordshire,Worker (A rating),Skilled Worker,
Ocula Technologies Limited,Barnes,London,Worker (A rating),Skilled Worker,
Oculo Technologies Ltd,London,,Worker (A rating),Skilled Worker,
Odfjell Technology (UK) Ltd,Aberdeen,Scotland,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Odfjell Technology (UK) Ltd,Aberdeen,Scotland,Worker (A rating),Skilled Worker,
Odfjell Technology Ltd,Aberdeen,Scotland,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Odfjell Technology Ltd,Aberdeen,Scotland,Worker (A rating),Skilled Worker,
Odqa Renewable Energy Technologies Limited,Oxford,Oxfordshire,Worker (A rating),Skilled Worker,
Odyssey Computing Limited,London,,Worker (A rating),Global Business Mobility: Senior or Specialist Worker,
Odyssey Computing Limited,London,,Worker (A rating),Skilled Worker,
OE TECHNOLOGY LTD,Cambridge,,Worker (A rating),Skilled Worker,
OEE Container Technology Limited,Carlisle,Cumbria,Worker (A rating),Skilled Worker,
